/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_outputs/job_32_neurons_6_layers_scaled_98650
Epoch 0, Train Loss: 2.981952428817749, Validation Loss: 2.9929425716400146
Epoch 1, Train Loss: 2.9754905700683594, Validation Loss: 2.9866020679473877
Epoch 2, Train Loss: 2.969271183013916, Validation Loss: 2.9805123805999756
Epoch 3, Train Loss: 2.963273525238037, Validation Loss: 2.9746546745300293
Epoch 4, Train Loss: 2.957507371902466, Validation Loss: 2.9690394401550293
Epoch 5, Train Loss: 2.951982021331787, Validation Loss: 2.9636759757995605
Epoch 6, Train Loss: 2.9467062950134277, Validation Loss: 2.958573818206787
Epoch 7, Train Loss: 2.94169020652771, Validation Loss: 2.9537413120269775
Epoch 8, Train Loss: 2.9369442462921143, Validation Loss: 2.9491868019104004
Epoch 9, Train Loss: 2.9324769973754883, Validation Loss: 2.9449188709259033
Epoch 10, Train Loss: 2.9282987117767334, Validation Loss: 2.940946578979492
Epoch 11, Train Loss: 2.9244191646575928, Validation Loss: 2.937278985977173
Epoch 12, Train Loss: 2.9208486080169678, Validation Loss: 2.933924913406372
Epoch 13, Train Loss: 2.917595386505127, Validation Loss: 2.9308927059173584
Epoch 14, Train Loss: 2.914668321609497, Validation Loss: 2.928189277648926
Epoch 15, Train Loss: 2.9120707511901855, Validation Loss: 2.925816059112549
Epoch 16, Train Loss: 2.9098050594329834, Validation Loss: 2.9237725734710693
Epoch 17, Train Loss: 2.9078688621520996, Validation Loss: 2.9220528602600098
Epoch 18, Train Loss: 2.9062511920928955, Validation Loss: 2.920642375946045
Epoch 19, Train Loss: 2.9049324989318848, Validation Loss: 2.9195165634155273
Epoch 20, Train Loss: 2.903886318206787, Validation Loss: 2.9186434745788574
Epoch 21, Train Loss: 2.903076648712158, Validation Loss: 2.917980670928955
Epoch 22, Train Loss: 2.902462959289551, Validation Loss: 2.9174840450286865
Epoch 23, Train Loss: 2.9020016193389893, Validation Loss: 2.9171054363250732
Epoch 24, Train Loss: 2.9016518592834473, Validation Loss: 2.9168026447296143
Epoch 25, Train Loss: 2.9013757705688477, Validation Loss: 2.9165380001068115
Epoch 26, Train Loss: 2.901139974594116, Validation Loss: 2.916278839111328
Epoch 27, Train Loss: 2.9009175300598145, Validation Loss: 2.916001081466675
Epoch 28, Train Loss: 2.9006896018981934, Validation Loss: 2.91568922996521
Epoch 29, Train Loss: 2.9004435539245605, Validation Loss: 2.915334463119507
Epoch 30, Train Loss: 2.900172710418701, Validation Loss: 2.9149367809295654
Epoch 31, Train Loss: 2.899876117706299, Validation Loss: 2.9144997596740723
Epoch 32, Train Loss: 2.8995566368103027, Validation Loss: 2.9140312671661377
Epoch 33, Train Loss: 2.8992209434509277, Validation Loss: 2.913543462753296
Epoch 34, Train Loss: 2.898876428604126, Validation Loss: 2.913048028945923
Epoch 35, Train Loss: 2.898531675338745, Validation Loss: 2.9125590324401855
Epoch 36, Train Loss: 2.898193836212158, Validation Loss: 2.9120848178863525
Epoch 37, Train Loss: 2.8978681564331055, Validation Loss: 2.911633253097534
Epoch 38, Train Loss: 2.8975586891174316, Validation Loss: 2.9112110137939453
Epoch 39, Train Loss: 2.8972666263580322, Validation Loss: 2.9108197689056396
Epoch 40, Train Loss: 2.8969922065734863, Validation Loss: 2.9104604721069336
Epoch 41, Train Loss: 2.8967344760894775, Validation Loss: 2.910132646560669
Epoch 42, Train Loss: 2.8964903354644775, Validation Loss: 2.909832239151001
Epoch 43, Train Loss: 2.896256923675537, Validation Loss: 2.9095563888549805
Epoch 44, Train Loss: 2.896031141281128, Validation Loss: 2.9093017578125
Epoch 45, Train Loss: 2.8958089351654053, Validation Loss: 2.9090633392333984
Epoch 46, Train Loss: 2.8955886363983154, Validation Loss: 2.9088387489318848
Epoch 47, Train Loss: 2.89536714553833, Validation Loss: 2.908623456954956
Epoch 48, Train Loss: 2.895143985748291, Validation Loss: 2.908416748046875
Epoch 49, Train Loss: 2.8949179649353027, Validation Loss: 2.908216714859009
Epoch 50, Train Loss: 2.8946895599365234, Validation Loss: 2.9080231189727783
Epoch 51, Train Loss: 2.8944599628448486, Validation Loss: 2.9078352451324463
Epoch 52, Train Loss: 2.8942296504974365, Validation Loss: 2.90765380859375
Epoch 53, Train Loss: 2.89400053024292, Validation Loss: 2.907477378845215
Epoch 54, Train Loss: 2.8937745094299316, Validation Loss: 2.9073071479797363
Epoch 55, Train Loss: 2.89355206489563, Validation Loss: 2.9071428775787354
Epoch 56, Train Loss: 2.8933355808258057, Validation Loss: 2.906986951828003
Epoch 57, Train Loss: 2.893125295639038, Validation Loss: 2.9068381786346436
Epoch 58, Train Loss: 2.892921209335327, Validation Loss: 2.9066948890686035
Epoch 59, Train Loss: 2.892723321914673, Validation Loss: 2.9065563678741455
Epoch 60, Train Loss: 2.892531156539917, Validation Loss: 2.9064202308654785
Epoch 61, Train Loss: 2.892343282699585, Validation Loss: 2.906285047531128
Epoch 62, Train Loss: 2.8921594619750977, Validation Loss: 2.906148910522461
Epoch 63, Train Loss: 2.8919782638549805, Validation Loss: 2.9060096740722656
Epoch 64, Train Loss: 2.891798496246338, Validation Loss: 2.905864953994751
Epoch 65, Train Loss: 2.891618490219116, Validation Loss: 2.9057133197784424
Epoch 66, Train Loss: 2.8914380073547363, Validation Loss: 2.9055542945861816
Epoch 67, Train Loss: 2.891256332397461, Validation Loss: 2.905385971069336
Epoch 68, Train Loss: 2.891073226928711, Validation Loss: 2.90520977973938
Epoch 69, Train Loss: 2.8908886909484863, Validation Loss: 2.9050254821777344
Epoch 70, Train Loss: 2.890702724456787, Validation Loss: 2.9048354625701904
Epoch 71, Train Loss: 2.8905160427093506, Validation Loss: 2.90463924407959
Epoch 72, Train Loss: 2.8903300762176514, Validation Loss: 2.9044394493103027
Epoch 73, Train Loss: 2.890143871307373, Validation Loss: 2.9042372703552246
Epoch 74, Train Loss: 2.8899590969085693, Validation Loss: 2.904033899307251
Epoch 75, Train Loss: 2.8897759914398193, Validation Loss: 2.9038305282592773
Epoch 76, Train Loss: 2.889594316482544, Validation Loss: 2.9036288261413574
Epoch 77, Train Loss: 2.8894145488739014, Validation Loss: 2.903428316116333
Epoch 78, Train Loss: 2.8892369270324707, Validation Loss: 2.903231143951416
Epoch 79, Train Loss: 2.8890609741210938, Validation Loss: 2.9030373096466064
Epoch 80, Train Loss: 2.8888864517211914, Validation Loss: 2.9028472900390625
Epoch 81, Train Loss: 2.8887131214141846, Validation Loss: 2.9026601314544678
Epoch 82, Train Loss: 2.888540744781494, Validation Loss: 2.9024760723114014
Epoch 83, Train Loss: 2.88836932182312, Validation Loss: 2.9022955894470215
Epoch 84, Train Loss: 2.8881988525390625, Validation Loss: 2.9021198749542236
Epoch 85, Train Loss: 2.8880293369293213, Validation Loss: 2.901947259902954
Epoch 86, Train Loss: 2.887860059738159, Validation Loss: 2.901777505874634
Epoch 87, Train Loss: 2.8876914978027344, Validation Loss: 2.901611328125
Epoch 88, Train Loss: 2.8875234127044678, Validation Loss: 2.901447057723999
Epoch 89, Train Loss: 2.8873555660247803, Validation Loss: 2.9012858867645264
Epoch 90, Train Loss: 2.887188673019409, Validation Loss: 2.901127338409424
Epoch 91, Train Loss: 2.8870222568511963, Validation Loss: 2.900970697402954
Epoch 92, Train Loss: 2.8868565559387207, Validation Loss: 2.900815963745117
Epoch 93, Train Loss: 2.8866918087005615, Validation Loss: 2.900662899017334
Epoch 94, Train Loss: 2.8865280151367188, Validation Loss: 2.9005115032196045
Epoch 95, Train Loss: 2.8863649368286133, Validation Loss: 2.900360584259033
Epoch 96, Train Loss: 2.886202812194824, Validation Loss: 2.900209665298462
Epoch 97, Train Loss: 2.8860409259796143, Validation Loss: 2.9000580310821533
Epoch 98, Train Loss: 2.8858799934387207, Validation Loss: 2.8999063968658447
Epoch 99, Train Loss: 2.8857200145721436, Validation Loss: 2.899754524230957
Epoch 100, Train Loss: 2.8855602741241455, Validation Loss: 2.8996024131774902
Epoch 101, Train Loss: 2.8854007720947266, Validation Loss: 2.899449110031128
Epoch 102, Train Loss: 2.885242462158203, Validation Loss: 2.8992958068847656
Epoch 103, Train Loss: 2.885084629058838, Validation Loss: 2.899141788482666
Epoch 104, Train Loss: 2.8849270343780518, Validation Loss: 2.8989875316619873
Epoch 105, Train Loss: 2.884770631790161, Validation Loss: 2.8988335132598877
Epoch 106, Train Loss: 2.8846144676208496, Validation Loss: 2.89867901802063
Epoch 107, Train Loss: 2.8844592571258545, Validation Loss: 2.898524522781372
