/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_outputs/job_5e-5_lr_3_layers_3_transformations_50_neurons_10_bins_512_batch_size_433033
Epoch 0, Avg Train Loss: 2.9063, Avg Validation Loss: 2.6227
Epoch 1, Avg Train Loss: 2.5297, Avg Validation Loss: 2.4689
Epoch 2, Avg Train Loss: 2.4429, Avg Validation Loss: 2.4128
Epoch 3, Avg Train Loss: 2.3941, Avg Validation Loss: 2.3683
Epoch 4, Avg Train Loss: 2.3617, Avg Validation Loss: 2.3425
Epoch 5, Avg Train Loss: 2.3455, Avg Validation Loss: 2.3293
Epoch 6, Avg Train Loss: 2.3328, Avg Validation Loss: 2.3218
Epoch 7, Avg Train Loss: 2.3270, Avg Validation Loss: 2.3125
Epoch 8, Avg Train Loss: 2.3205, Avg Validation Loss: 2.3106
Epoch 9, Avg Train Loss: 2.3155, Avg Validation Loss: 2.3079
Epoch 10, Avg Train Loss: 2.3120, Avg Validation Loss: 2.3015
Epoch 11, Avg Train Loss: 2.3084, Avg Validation Loss: 2.3005
Epoch 12, Avg Train Loss: 2.3066, Avg Validation Loss: 2.2966
Epoch 13, Avg Train Loss: 2.3051, Avg Validation Loss: 2.2941
Epoch 14, Avg Train Loss: 2.3037, Avg Validation Loss: 2.2949
Epoch 15, Avg Train Loss: 2.3021, Avg Validation Loss: 2.2910
Epoch 16, Avg Train Loss: 2.3008, Avg Validation Loss: 2.2882
Epoch 17, Avg Train Loss: 2.2964, Avg Validation Loss: 2.2874
Epoch 18, Avg Train Loss: 2.2963, Avg Validation Loss: 2.2853
Epoch 19, Avg Train Loss: 2.2956, Avg Validation Loss: 2.2898
Epoch 20, Avg Train Loss: 2.2943, Avg Validation Loss: 2.2825
Epoch 21, Avg Train Loss: 2.2929, Avg Validation Loss: 2.2839
Epoch 22, Avg Train Loss: 2.2930, Avg Validation Loss: 2.2807
Epoch 23, Avg Train Loss: 2.2911, Avg Validation Loss: 2.2809
Epoch 24, Avg Train Loss: 2.2905, Avg Validation Loss: 2.2791
Epoch 25, Avg Train Loss: 2.2900, Avg Validation Loss: 2.2800
Epoch 26, Avg Train Loss: 2.2911, Avg Validation Loss: 2.2832
Epoch 27, Avg Train Loss: 2.2885, Avg Validation Loss: 2.2822
Epoch 28, Avg Train Loss: 2.2890, Avg Validation Loss: 2.2799
Epoch 29, Avg Train Loss: 2.2869, Avg Validation Loss: 2.2744
Epoch 30, Avg Train Loss: 2.2851, Avg Validation Loss: 2.2761
Epoch 31, Avg Train Loss: 2.2865, Avg Validation Loss: 2.2742
Epoch 32, Avg Train Loss: 2.2842, Avg Validation Loss: 2.2827
Epoch 33, Avg Train Loss: 2.2857, Avg Validation Loss: 2.2813
Epoch 34, Avg Train Loss: 2.2873, Avg Validation Loss: 2.2772
Epoch 35, Avg Train Loss: 2.2841, Avg Validation Loss: 2.2711
Epoch 36, Avg Train Loss: 2.2834, Avg Validation Loss: 2.2724
Epoch 37, Avg Train Loss: 2.2830, Avg Validation Loss: 2.2733
Epoch 38, Avg Train Loss: 2.2824, Avg Validation Loss: 2.2722
Epoch 39, Avg Train Loss: 2.2826, Avg Validation Loss: 2.2712
Epoch 40, Avg Train Loss: 2.2807, Avg Validation Loss: 2.2717
Epoch 41, Avg Train Loss: 2.2831, Avg Validation Loss: 2.2745
Epoch 42, Avg Train Loss: 2.2814, Avg Validation Loss: 2.2684
Epoch 43, Avg Train Loss: 2.2840, Avg Validation Loss: 2.2704
Epoch 44, Avg Train Loss: 2.2800, Avg Validation Loss: 2.2708
Epoch 45, Avg Train Loss: 2.2796, Avg Validation Loss: 2.2692
Epoch 46, Avg Train Loss: 2.2792, Avg Validation Loss: 2.2696
Epoch 47, Avg Train Loss: 2.2801, Avg Validation Loss: 2.2693
Epoch 48, Avg Train Loss: 2.2820, Avg Validation Loss: 2.2699
Epoch 49, Avg Train Loss: 2.2798, Avg Validation Loss: 2.2689
Epoch 50, Avg Train Loss: 2.2792, Avg Validation Loss: 2.2769
Epoch 51, Avg Train Loss: 2.2802, Avg Validation Loss: 2.2687
Epoch 52, Avg Train Loss: 2.2793, Avg Validation Loss: 2.2683
Epoch 53, Avg Train Loss: 2.2772, Avg Validation Loss: 2.2674
Epoch 54, Avg Train Loss: 2.2767, Avg Validation Loss: 2.2685
Epoch 55, Avg Train Loss: 2.2784, Avg Validation Loss: 2.2696
Epoch 56, Avg Train Loss: 2.2768, Avg Validation Loss: 2.2746
Epoch 57, Avg Train Loss: 2.2772, Avg Validation Loss: 2.2715
Epoch 58, Avg Train Loss: 2.2768, Avg Validation Loss: 2.2720
Epoch 59, Avg Train Loss: 2.2753, Avg Validation Loss: 2.2708
Epoch 60, Avg Train Loss: 2.2770, Avg Validation Loss: 2.2699
Epoch 61, Avg Train Loss: 2.2764, Avg Validation Loss: 2.2679
Epoch 62, Avg Train Loss: 2.2760, Avg Validation Loss: 2.2669
Epoch 63, Avg Train Loss: 2.2776, Avg Validation Loss: 2.2676
Epoch 64, Avg Train Loss: 2.2760, Avg Validation Loss: 2.2735
Epoch 65, Avg Train Loss: 2.2751, Avg Validation Loss: 2.2703
Epoch 66, Avg Train Loss: 2.2746, Avg Validation Loss: 2.2670
Epoch 67, Avg Train Loss: 2.2762, Avg Validation Loss: 2.2681
Epoch 68, Avg Train Loss: 2.2767, Avg Validation Loss: 2.2732
Epoch 69, Avg Train Loss: 2.2753, Avg Validation Loss: 2.2651
Epoch 70, Avg Train Loss: 2.2758, Avg Validation Loss: 2.2734
Epoch 71, Avg Train Loss: 2.2748, Avg Validation Loss: 2.2672
Epoch 72, Avg Train Loss: 2.2767, Avg Validation Loss: 2.2747
Epoch 73, Avg Train Loss: 2.2756, Avg Validation Loss: 2.2703
Epoch 74, Avg Train Loss: 2.2735, Avg Validation Loss: 2.2692
Epoch 75, Avg Train Loss: 2.2737, Avg Validation Loss: 2.2720
Epoch 76, Avg Train Loss: 2.2746, Avg Validation Loss: 2.2682
Epoch 77, Avg Train Loss: 2.2740, Avg Validation Loss: 2.2678
Epoch 78, Avg Train Loss: 2.2723, Avg Validation Loss: 2.2641
Epoch 79, Avg Train Loss: 2.2738, Avg Validation Loss: 2.2674
Epoch 80, Avg Train Loss: 2.2719, Avg Validation Loss: 2.2697
Epoch 81, Avg Train Loss: 2.2775, Avg Validation Loss: 2.2736
Epoch 82, Avg Train Loss: 2.2729, Avg Validation Loss: 2.2679
Epoch 83, Avg Train Loss: 2.2719, Avg Validation Loss: 2.2658
Epoch 84, Avg Train Loss: 2.2733, Avg Validation Loss: 2.2653
Epoch 85, Avg Train Loss: 2.2726, Avg Validation Loss: 2.2686
Epoch 86, Avg Train Loss: 2.2738, Avg Validation Loss: 2.2662
Epoch 87, Avg Train Loss: 2.2736, Avg Validation Loss: 2.2666
Early stopping triggered
Warning: NaN or Inf values in target feature after log transformation at feature 1
Warning: NaN or Inf values in trained feature after log transformation at feature 1
Warning: NaN or Inf values in prior feature after log transformation at feature 1
