/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_outputs/job_64_neurons_10_layers_4001_epochs_LRscheduler_129443
Epoch 0, Train Loss: 3.1126034259796143, Validation Loss: 3.1052489280700684
Epoch 1, Train Loss: 3.0957698822021484, Validation Loss: 3.087879180908203
Epoch 2, Train Loss: 3.0798089504241943, Validation Loss: 3.0713324546813965
Epoch 3, Train Loss: 3.064732074737549, Validation Loss: 3.0556094646453857
Epoch 4, Train Loss: 3.050670862197876, Validation Loss: 3.0408360958099365
Epoch 5, Train Loss: 3.0377840995788574, Validation Loss: 3.0271642208099365
Epoch 6, Train Loss: 3.02624249458313, Validation Loss: 3.0147600173950195
Epoch 7, Train Loss: 3.0162179470062256, Validation Loss: 3.003788709640503
Epoch 8, Train Loss: 3.007864236831665, Validation Loss: 2.9944050312042236
Epoch 9, Train Loss: 3.00129771232605, Validation Loss: 2.986727476119995
Epoch 10, Train Loss: 2.996568441390991, Validation Loss: 2.980816125869751
Epoch 11, Train Loss: 2.9936249256134033, Validation Loss: 2.9766414165496826
Epoch 12, Train Loss: 2.9922800064086914, Validation Loss: 2.974055051803589
Epoch 13, Train Loss: 2.9921956062316895, Validation Loss: 2.972773790359497
Epoch 14, Train Loss: 2.9929027557373047, Validation Loss: 2.972400188446045
Epoch 15, Train Loss: 2.9938862323760986, Validation Loss: 2.972487449645996
Epoch 16, Train Loss: 2.994704008102417, Validation Loss: 2.972646951675415
Epoch 17, Train Loss: 2.9950921535491943, Validation Loss: 2.972634792327881
Epoch 18, Train Loss: 2.9949803352355957, Validation Loss: 2.972369432449341
Epoch 19, Train Loss: 2.994441509246826, Validation Loss: 2.9718921184539795
Epoch 20, Train Loss: 2.9936137199401855, Validation Loss: 2.9712977409362793
Epoch 21, Train Loss: 2.99263858795166, Validation Loss: 2.9706835746765137
Epoch 22, Train Loss: 2.9916296005249023, Validation Loss: 2.9701199531555176
Epoch 23, Train Loss: 2.990661144256592, Validation Loss: 2.9696433544158936
Epoch 24, Train Loss: 2.9897706508636475, Validation Loss: 2.969259262084961
Epoch 25, Train Loss: 2.988969564437866, Validation Loss: 2.9689536094665527
Epoch 26, Train Loss: 2.988255262374878, Validation Loss: 2.968707323074341
Epoch 27, Train Loss: 2.9876182079315186, Validation Loss: 2.968498468399048
Epoch 28, Train Loss: 2.9870452880859375, Validation Loss: 2.9683055877685547
Epoch 29, Train Loss: 2.986525774002075, Validation Loss: 2.968113422393799
Epoch 30, Train Loss: 2.986051559448242, Validation Loss: 2.9679110050201416
Epoch 31, Train Loss: 2.98561692237854, Validation Loss: 2.967693328857422
Epoch 32, Train Loss: 2.9852185249328613, Validation Loss: 2.9674582481384277
