/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_outputs/job_5e-5_lr_3_layers_3_transformations_50_neurons_10_bins_512_batch_size_433034
Epoch 0, Avg Train Loss: 3.8766, Avg Validation Loss: 2.8590
Epoch 1, Avg Train Loss: 2.7636, Avg Validation Loss: 2.6700
Epoch 2, Avg Train Loss: 2.6218, Avg Validation Loss: 2.5714
Epoch 3, Avg Train Loss: 2.5440, Avg Validation Loss: 2.5108
Epoch 4, Avg Train Loss: 2.4953, Avg Validation Loss: 2.4713
Epoch 5, Avg Train Loss: 2.4655, Avg Validation Loss: 2.4464
Epoch 6, Avg Train Loss: 2.4464, Avg Validation Loss: 2.4286
Epoch 7, Avg Train Loss: 2.4309, Avg Validation Loss: 2.4127
Epoch 8, Avg Train Loss: 2.4156, Avg Validation Loss: 2.3980
Epoch 9, Avg Train Loss: 2.4012, Avg Validation Loss: 2.3860
Epoch 10, Avg Train Loss: 2.3895, Avg Validation Loss: 2.3733
Epoch 11, Avg Train Loss: 2.3762, Avg Validation Loss: 2.3627
Epoch 12, Avg Train Loss: 2.3670, Avg Validation Loss: 2.3553
Epoch 13, Avg Train Loss: 2.3621, Avg Validation Loss: 2.3467
Epoch 14, Avg Train Loss: 2.3503, Avg Validation Loss: 2.3387
Epoch 15, Avg Train Loss: 2.3463, Avg Validation Loss: 2.3376
Epoch 16, Avg Train Loss: 2.3389, Avg Validation Loss: 2.3271
Epoch 17, Avg Train Loss: 2.3339, Avg Validation Loss: 2.3218
Epoch 18, Avg Train Loss: 2.3298, Avg Validation Loss: 2.3195
Epoch 19, Avg Train Loss: 2.3275, Avg Validation Loss: 2.3156
Epoch 20, Avg Train Loss: 2.3241, Avg Validation Loss: 2.3163
Epoch 21, Avg Train Loss: 2.3209, Avg Validation Loss: 2.3106
Epoch 22, Avg Train Loss: 2.3184, Avg Validation Loss: 2.3116
Epoch 23, Avg Train Loss: 2.3175, Avg Validation Loss: 2.3053
Epoch 24, Avg Train Loss: 2.3152, Avg Validation Loss: 2.3087
Epoch 25, Avg Train Loss: 2.3131, Avg Validation Loss: 2.3080
Epoch 26, Avg Train Loss: 2.3134, Avg Validation Loss: 2.3060
Epoch 27, Avg Train Loss: 2.3087, Avg Validation Loss: 2.2998
Epoch 28, Avg Train Loss: 2.3066, Avg Validation Loss: 2.2972
Epoch 29, Avg Train Loss: 2.3054, Avg Validation Loss: 2.2986
Epoch 30, Avg Train Loss: 2.3049, Avg Validation Loss: 2.2989
Epoch 31, Avg Train Loss: 2.3040, Avg Validation Loss: 2.2960
Epoch 32, Avg Train Loss: 2.3010, Avg Validation Loss: 2.3014
Epoch 33, Avg Train Loss: 2.3018, Avg Validation Loss: 2.2976
Epoch 34, Avg Train Loss: 2.3011, Avg Validation Loss: 2.2953
Epoch 35, Avg Train Loss: 2.2989, Avg Validation Loss: 2.2966
Epoch 36, Avg Train Loss: 2.2966, Avg Validation Loss: 2.2939
Epoch 37, Avg Train Loss: 2.2971, Avg Validation Loss: 2.2981
Epoch 38, Avg Train Loss: 2.2949, Avg Validation Loss: 2.2911
Epoch 39, Avg Train Loss: 2.2947, Avg Validation Loss: 2.2873
Epoch 40, Avg Train Loss: 2.2963, Avg Validation Loss: 2.2900
Epoch 41, Avg Train Loss: 2.2927, Avg Validation Loss: 2.2892
Epoch 42, Avg Train Loss: 2.2921, Avg Validation Loss: 2.2850
Epoch 43, Avg Train Loss: 2.2913, Avg Validation Loss: 2.2872
Epoch 44, Avg Train Loss: 2.2914, Avg Validation Loss: 2.2844
Epoch 45, Avg Train Loss: 2.2906, Avg Validation Loss: 2.2848
Epoch 46, Avg Train Loss: 2.2924, Avg Validation Loss: 2.2838
Epoch 47, Avg Train Loss: 2.2913, Avg Validation Loss: 2.2825
Epoch 48, Avg Train Loss: 2.2896, Avg Validation Loss: 2.2832
Epoch 49, Avg Train Loss: 2.2867, Avg Validation Loss: 2.2832
Epoch 50, Avg Train Loss: 2.2864, Avg Validation Loss: 2.2884
Epoch 51, Avg Train Loss: 2.2866, Avg Validation Loss: 2.2886
Epoch 52, Avg Train Loss: 2.2867, Avg Validation Loss: 2.2814
Epoch 53, Avg Train Loss: 2.2885, Avg Validation Loss: 2.2821
Epoch 54, Avg Train Loss: 2.2884, Avg Validation Loss: 2.2882
Epoch 55, Avg Train Loss: 2.2846, Avg Validation Loss: 2.2907
Epoch 56, Avg Train Loss: 2.2855, Avg Validation Loss: 2.2829
Epoch 57, Avg Train Loss: 2.2858, Avg Validation Loss: 2.2798
Epoch 58, Avg Train Loss: 2.2850, Avg Validation Loss: 2.2793
Epoch 59, Avg Train Loss: 2.2833, Avg Validation Loss: 2.2793
Epoch 60, Avg Train Loss: 2.2829, Avg Validation Loss: 2.2876
Epoch 61, Avg Train Loss: 2.2826, Avg Validation Loss: 2.2839
Epoch 62, Avg Train Loss: 2.2842, Avg Validation Loss: 2.2782
Epoch 63, Avg Train Loss: 2.2805, Avg Validation Loss: 2.2793
Epoch 64, Avg Train Loss: 2.2841, Avg Validation Loss: 2.2856
Epoch 65, Avg Train Loss: 2.2804, Avg Validation Loss: 2.2812
Epoch 66, Avg Train Loss: 2.2810, Avg Validation Loss: 2.2786
Epoch 67, Avg Train Loss: 2.2798, Avg Validation Loss: 2.2766
Epoch 68, Avg Train Loss: 2.2802, Avg Validation Loss: 2.2855
Epoch 69, Avg Train Loss: 2.2817, Avg Validation Loss: 2.2845
Epoch 70, Avg Train Loss: 2.2823, Avg Validation Loss: 2.2771
Epoch 71, Avg Train Loss: 2.2785, Avg Validation Loss: 2.2866
Epoch 72, Avg Train Loss: 2.2860, Avg Validation Loss: 2.2769
Epoch 73, Avg Train Loss: 2.2824, Avg Validation Loss: 2.2764
Epoch 74, Avg Train Loss: 2.2782, Avg Validation Loss: 2.2774
Epoch 75, Avg Train Loss: 2.2777, Avg Validation Loss: 2.2786
Epoch 76, Avg Train Loss: 2.2787, Avg Validation Loss: 2.2799
Epoch 77, Avg Train Loss: 2.2793, Avg Validation Loss: 2.2837
Epoch 78, Avg Train Loss: 2.2796, Avg Validation Loss: 2.3004
Epoch 79, Avg Train Loss: 2.2796, Avg Validation Loss: 2.2748
Epoch 80, Avg Train Loss: 2.2772, Avg Validation Loss: 2.2811
Epoch 81, Avg Train Loss: 2.2781, Avg Validation Loss: 2.2741
Epoch 82, Avg Train Loss: 2.2789, Avg Validation Loss: 2.2814
Epoch 83, Avg Train Loss: 2.2776, Avg Validation Loss: 2.2754
Epoch 84, Avg Train Loss: 2.2801, Avg Validation Loss: 2.2727
Epoch 85, Avg Train Loss: 2.2749, Avg Validation Loss: 2.2741
Epoch 86, Avg Train Loss: 2.2767, Avg Validation Loss: 2.2765
Epoch 87, Avg Train Loss: 2.2762, Avg Validation Loss: 2.2749
Epoch 88, Avg Train Loss: 2.2752, Avg Validation Loss: 2.2824
Epoch 89, Avg Train Loss: 2.2783, Avg Validation Loss: 2.2810
Epoch 90, Avg Train Loss: 2.2778, Avg Validation Loss: 2.2753
Epoch 91, Avg Train Loss: 2.2758, Avg Validation Loss: 2.2735
Epoch 92, Avg Train Loss: 2.2744, Avg Validation Loss: 2.2745
Epoch 93, Avg Train Loss: 2.2760, Avg Validation Loss: 2.2749
Early stopping triggered
Feature b-tagging score: min=-1.729888916015625, max=1.7332417964935303, valid=10000
Target feature (min, max, NaNs, Infs) before plot: nan, nan, 6268, 0
Trained feature (min, max, NaNs, Infs) before plot: nan, nan, 6360, 0
Feature log(energy scaled): min=nan, max=nan, valid=3732
