/work/gbadarac/MonoJet_NPLM/MonoJet_NPLM_analysis/Normalizing_Flows/EstimationNF_outputs/job_lower_complexity_512_batch_size_267503
Epoch 0, Avg Train Loss: 2.6507, Avg Validation Loss: 2.4393
Epoch 1, Avg Train Loss: 2.3959, Avg Validation Loss: 2.3817
Epoch 2, Avg Train Loss: 2.3600, Avg Validation Loss: 2.3562
Epoch 3, Avg Train Loss: 2.3554, Avg Validation Loss: 2.3538
Epoch 4, Avg Train Loss: 2.3413, Avg Validation Loss: 2.3298
Epoch 5, Avg Train Loss: 2.3378, Avg Validation Loss: 2.3338
Epoch 6, Avg Train Loss: 2.3350, Avg Validation Loss: 2.3174
Epoch 7, Avg Train Loss: 2.3325, Avg Validation Loss: 2.3205
Epoch 8, Avg Train Loss: 2.3330, Avg Validation Loss: 2.3249
Epoch 9, Avg Train Loss: 2.3277, Avg Validation Loss: 2.3171
Epoch 10, Avg Train Loss: 2.3292, Avg Validation Loss: 2.3144
Epoch 11, Avg Train Loss: 2.3238, Avg Validation Loss: 2.3074
Epoch 12, Avg Train Loss: 2.3251, Avg Validation Loss: 2.3120
Epoch 13, Avg Train Loss: 2.3243, Avg Validation Loss: 2.3335
Early stopping triggered
